Employee #,Last Name,First Name,Date,Time-in,Time-out,"Hours 
Worked",Week
10003,San Jose,Brad ,17-Oct-22,8:00,17:00,8.00,
10004,Salcedo,Anthony,17-Oct-22,8:00,17:00,8.00,
10005,Romualdez,Alice,17-Oct-22,8:00,17:00,8.00,
10006,Atienza,Rosie ,17-Oct-22,8:00,17:00,8.00,
10007,Farala,Martha,17-Oct-22,8:00,17:00,8.00,
10008,Martinez,Leila,17-Oct-22,8:00,17:00,8.00,
10009,San Jose,Allison ,17-Oct-22,8:00,17:00,8.00,
10010,Rosario,Cydney ,17-Oct-22,8:00,17:00,8.00,
10011,Lopez,Josie ,17-Oct-22,8:00,17:00,8.00,
10012,De Leon,Selena ,17-Oct-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,17-Oct-22,8:00,17:00,8.00,
10014,Bautista,Mark ,17-Oct-22,8:00,17:00,8.00,
10015,Lazaro,Darlene ,17-Oct-22,8:00,17:00,8.00,
10016,Delos Santos,Kolby ,17-Oct-22,8:00,17:00,8.00,
10017,Santos,Vella ,17-Oct-22,8:00,17:00,8.00,
10018,Del Rosario,Tomas,17-Oct-22,8:00,17:00,8.00,
10019,Tolentino,Jacklyn ,17-Oct-22,8:00,17:00,8.00,
10020,Gutierrez,Percival ,17-Oct-22,8:00,17:00,8.00,
10021,Manalaysay,Garfield ,17-Oct-22,8:00,17:00,8.00,
10022,Villegas,Lizeth ,17-Oct-22,8:00,17:00,8.00,
10023,Ramos,Carol ,17-Oct-22,8:00,17:00,8.00,
10024,Maceda,Emelia ,17-Oct-22,8:00,17:00,8.00,
10025,Aguilar,Delia ,17-Oct-22,8:00,17:00,8.00,
10001,Crisostomo,Jose,18-Oct-22,8:00,17:00,8.00,
10002,Mata,Christian,18-Oct-22,8:00,17:00,8.00,
10003,San Jose,Brad ,18-Oct-22,8:00,17:00,8.00,
10004,Salcedo,Anthony,18-Oct-22,8:00,17:00,8.00,
10005,Romualdez,Alice,18-Oct-22,8:00,17:00,8.00,
10006,Atienza,Rosie ,18-Oct-22,8:00,17:00,8.00,
10007,Farala,Martha,18-Oct-22,8:00,17:00,8.00,
10008,Martinez,Leila,18-Oct-22,8:00,17:00,8.00,
10009,San Jose,Allison ,18-Oct-22,8:00,17:00,8.00,
10010,Rosario,Cydney ,18-Oct-22,8:00,17:00,8.00,
10011,Lopez,Josie ,18-Oct-22,8:00,17:00,8.00,
10012,De Leon,Selena ,18-Oct-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,18-Oct-22,10:00,17:00,6.00,
10014,Bautista,Mark ,18-Oct-22,10:00,17:00,6.00,
10015,Lazaro,Darlene ,18-Oct-22,10:00,17:00,6.00,
10016,Delos Santos,Kolby ,18-Oct-22,0:00,0:00,fixed,
10017,Santos,Vella ,18-Oct-22,10:00,17:00,6.00,
10018,Del Rosario,Tomas,18-Oct-22,10:00,17:00,6.00,
10019,Tolentino,Jacklyn ,18-Oct-22,10:00,17:00,6.00,
10020,Gutierrez,Percival ,18-Oct-22,10:00,17:00,6.00,
10021,Manalaysay,Garfield ,18-Oct-22,10:00,17:00,6.00,
10022,Villegas,Lizeth ,18-Oct-22,10:00,17:00,6.00,
10023,Ramos,Carol ,18-Oct-22,10:00,17:00,6.00,
10024,Maceda,Emelia ,18-Oct-22,10:00,17:00,6.00,
10025,Aguilar,Delia ,18-Oct-22,10:00,17:00,6.00,
10001,Crisostomo,Jose,19-Oct-22,8:00,17:00,8.00,
10002,Mata,Christian,19-Oct-22,8:00,17:00,8.00,
10003,San Jose,Brad ,19-Oct-22,8:00,17:00,8.00,
10004,Salcedo,Anthony,19-Oct-22,8:00,17:00,8.00,
10005,Romualdez,Alice,19-Oct-22,8:00,17:00,8.00,
10006,Atienza,Rosie ,19-Oct-22,8:00,17:00,8.00,
10007,Farala,Martha,19-Oct-22,8:00,17:00,8.00,
10008,Martinez,Leila,19-Oct-22,8:00,17:00,8.00,
10009,San Jose,Allison ,19-Oct-22,8:00,17:00,8.00,
10010,Rosario,Cydney ,19-Oct-22,8:00,17:00,8.00,
10011,Lopez,Josie ,19-Oct-22,8:00,17:00,8.00,
10012,De Leon,Selena ,19-Oct-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,19-Oct-22,8:00,17:00,8.00,
10014,Bautista,Mark ,19-Oct-22,8:00,17:00,8.00,
10015,Lazaro,Darlene ,19-Oct-22,8:00,17:00,8.00,
10016,Delos Santos,Kolby ,19-Oct-22,8:00,17:00,8.00,
10017,Santos,Vella ,19-Oct-22,8:00,17:00,8.00,
10018,Del Rosario,Tomas,19-Oct-22,8:00,17:00,8.00,
10019,Tolentino,Jacklyn ,19-Oct-22,8:00,17:00,8.00,
10020,Gutierrez,Percival ,19-Oct-22,8:00,17:00,8.00,
10021,Manalaysay,Garfield ,19-Oct-22,8:00,17:00,8.00,
10022,Villegas,Lizeth ,19-Oct-22,8:00,17:00,8.00,
10023,Ramos,Carol ,19-Oct-22,8:00,17:00,8.00,
10024,Maceda,Emelia ,19-Oct-22,8:00,17:00,8.00,
10025,Aguilar,Delia ,19-Oct-22,8:00,17:00,8.00,
10001,Crisostomo,Jose,20-Oct-22,8:00,17:00,8.00,
10002,Mata,Christian,20-Oct-22,8:00,17:00,8.00,
10003,San Jose,Brad ,20-Oct-22,8:00,17:00,8.00,
10004,Salcedo,Anthony,20-Oct-22,8:00,17:00,8.00,
10005,Romualdez,Alice,20-Oct-22,8:00,17:00,8.00,
10006,Atienza,Rosie ,20-Oct-22,8:00,17:00,8.00,
10007,Farala,Martha,20-Oct-22,8:27,17:00,7.55,
10008,Martinez,Leila,20-Oct-22,8:01,17:00,7.98,
10009,San Jose,Allison ,20-Oct-22,8:05,17:00,7.92,
10010,Rosario,Cydney ,20-Oct-22,8:00,17:00,8.00,
10011,Lopez,Josie ,20-Oct-22,8:00,17:00,8.00,
10012,De Leon,Selena ,20-Oct-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,20-Oct-22,8:00,17:00,8.00,
10014,Bautista,Mark ,20-Oct-22,8:00,17:00,8.00,
10015,Lazaro,Darlene ,20-Oct-22,8:00,17:00,8.00,
10016,Delos Santos,Kolby ,20-Oct-22,8:28,17:00,7.53,
10017,Santos,Vella ,20-Oct-22,8:00,17:00,8.00,
10018,Del Rosario,Tomas,20-Oct-22,8:00,17:00,8.00,
10019,Tolentino,Jacklyn ,20-Oct-22,8:00,17:00,8.00,
10020,Gutierrez,Percival ,20-Oct-22,8:00,17:00,8.00,
10021,Manalaysay,Garfield ,20-Oct-22,8:11,17:00,7.82,
10022,Villegas,Lizeth ,20-Oct-22,8:00,17:00,8.00,
10023,Ramos,Carol ,20-Oct-22,8:00,17:00,8.00,
10024,Maceda,Emelia ,20-Oct-22,8:21,17:00,7.65,
10025,Aguilar,Delia ,20-Oct-22,8:00,17:00,8.00,
10001,Crisostomo,Jose,21-Oct-22,8:00,17:00,8.00,
10002,Mata,Christian,21-Oct-22,8:00,17:00,8.00,
10003,San Jose,Brad ,21-Oct-22,8:00,17:00,8.00,
10004,Salcedo,Anthony,21-Oct-22,8:00,17:00,8.00,
10005,Romualdez,Alice,21-Oct-22,8:00,17:00,8.00,
10006,Atienza,Rosie ,21-Oct-22,8:00,17:00,8.00,
10007,Farala,Martha,21-Oct-22,8:00,17:00,8.00,
10008,Martinez,Leila,21-Oct-22,8:00,17:00,8.00,
10009,San Jose,Allison ,21-Oct-22,8:00,17:00,8.00,
10010,Rosario,Cydney ,21-Oct-22,0:00,0:00,fixed,
10011,Lopez,Josie ,21-Oct-22,8:00,17:00,8.00,
10012,De Leon,Selena ,21-Oct-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,21-Oct-22,8:00,17:00,8.00,
10014,Bautista,Mark ,21-Oct-22,8:00,17:00,8.00,
10015,Lazaro,Darlene ,21-Oct-22,8:00,17:00,8.00,
10016,Delos Santos,Kolby ,21-Oct-22,8:00,17:00,8.00,
10017,Santos,Vella ,21-Oct-22,8:00,17:00,8.00,
10018,Del Rosario,Tomas,21-Oct-22,8:00,17:00,8.00,
10019,Tolentino,Jacklyn ,21-Oct-22,8:00,17:00,8.00,
10020,Gutierrez,Percival ,21-Oct-22,8:00,17:00,8.00,
10021,Manalaysay,Garfield ,21-Oct-22,8:00,17:00,8.00,
10022,Villegas,Lizeth ,21-Oct-22,8:00,17:00,8.00,
10023,Ramos,Carol ,21-Oct-22,8:00,17:00,8.00,
10024,Maceda,Emelia ,21-Oct-22,8:00,17:00,8.00,
10025,Aguilar,Delia ,21-Oct-22,8:00,17:00,8.00,
10001,Crisostomo,Jose,24-Oct-22,8:00,17:00,8.00,
10002,Mata,Christian,24-Oct-22,8:00,17:00,8.00,
10003,San Jose,Brad ,24-Oct-22,8:00,17:00,8.00,
10004,Salcedo,Anthony,24-Oct-22,8:00,17:00,8.00,
10005,Romualdez,Alice,24-Oct-22,8:15,17:00,7.75,
10006,Atienza,Rosie ,24-Oct-22,8:00,17:00,8.00,
10007,Farala,Martha,24-Oct-22,8:00,17:00,8.00,
10008,Martinez,Leila,24-Oct-22,8:00,17:00,8.00,
10009,San Jose,Allison ,24-Oct-22,8:00,17:00,8.00,
10010,Rosario,Cydney ,24-Oct-22,8:00,17:00,8.00,
10011,Lopez,Josie ,24-Oct-22,10:30,17:00,5.50,
10012,De Leon,Selena ,24-Oct-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,24-Oct-22,8:00,17:00,8.00,
10014,Bautista,Mark ,24-Oct-22,8:00,17:00,8.00,
10015,Lazaro,Darlene ,24-Oct-22,8:00,17:00,8.00,
10016,Delos Santos,Kolby ,24-Oct-22,8:00,17:00,8.00,
10017,Santos,Vella ,24-Oct-22,8:00,17:00,8.00,
10018,Del Rosario,Tomas,24-Oct-22,8:00,17:00,8.00,
10019,Tolentino,Jacklyn ,24-Oct-22,8:00,17:00,8.00,
10020,Gutierrez,Percival ,24-Oct-22,8:00,17:00,8.00,
10021,Manalaysay,Garfield ,24-Oct-22,13:00,17:00,3.00,
10022,Villegas,Lizeth ,24-Oct-22,8:00,17:00,8.00,
10023,Ramos,Carol ,24-Oct-22,8:00,17:00,8.00,
10024,Maceda,Emelia ,24-Oct-22,8:00,17:00,8.00,
10025,Aguilar,Delia ,24-Oct-22,8:00,17:00,8.00,
10001,Crisostomo,Jose,25-Oct-22,8:00,17:00,8.00,
10002,Mata,Christian,25-Oct-22,8:00,17:00,8.00,
10003,San Jose,Brad ,25-Oct-22,11:30,17:00,4.50,
10004,Salcedo,Anthony,25-Oct-22,8:00,17:00,8.00,
10005,Romualdez,Alice,25-Oct-22,8:00,17:00,8.00,
10006,Atienza,Rosie ,25-Oct-22,8:00,17:00,8.00,
10007,Farala,Martha,25-Oct-22,8:00,17:00,8.00,
10008,Martinez,Leila,25-Oct-22,8:10,17:00,7.83,
10009,San Jose,Allison ,25-Oct-22,8:00,17:00,8.00,
10010,Rosario,Cydney ,25-Oct-22,8:00,17:00,8.00,
10011,Lopez,Josie ,25-Oct-22,8:00,17:00,8.00,
10012,De Leon,Selena ,25-Oct-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,25-Oct-22,8:00,17:00,8.00,
10014,Bautista,Mark ,25-Oct-22,8:00,17:00,8.00,
10015,Lazaro,Darlene ,25-Oct-22,8:00,17:00,8.00,
10016,Delos Santos,Kolby ,25-Oct-22,8:00,17:00,8.00,
10017,Santos,Vella ,25-Oct-22,8:05,17:00,7.92,
10018,Del Rosario,Tomas,25-Oct-22,8:00,17:00,8.00,
10019,Tolentino,Jacklyn ,25-Oct-22,8:00,17:00,8.00,
10020,Gutierrez,Percival ,25-Oct-22,8:00,17:00,8.00,
10021,Manalaysay,Garfield ,25-Oct-22,8:00,17:00,8.00,
10022,Villegas,Lizeth ,25-Oct-22,8:00,17:00,8.00,
10023,Ramos,Carol ,25-Oct-22,9:00,17:00,7.00,
10024,Maceda,Emelia ,25-Oct-22,8:00,17:00,8.00,
10025,Aguilar,Delia ,25-Oct-22,8:00,17:00,8.00,
10001,Crisostomo,Jose,26-Oct-22,8:00,17:00,8.00,
10002,Mata,Christian,26-Oct-22,8:00,17:00,8.00,
10003,San Jose,Brad ,26-Oct-22,8:00,17:00,8.00,
10004,Salcedo,Anthony,26-Oct-22,8:00,17:00,8.00,
10005,Romualdez,Alice,26-Oct-22,8:00,17:00,8.00,
10006,Atienza,Rosie ,26-Oct-22,8:00,17:00,8.00,
10007,Farala,Martha,26-Oct-22,8:00,17:00,8.00,
10008,Martinez,Leila,26-Oct-22,8:00,17:00,8.00,
10009,San Jose,Allison ,26-Oct-22,8:00,17:00,8.00,
10010,Rosario,Cydney ,26-Oct-22,8:00,17:00,8.00,
10011,Lopez,Josie ,26-Oct-22,8:00,17:00,8.00,
10012,De Leon,Selena ,26-Oct-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,26-Oct-22,8:00,17:00,8.00,
10014,Bautista,Mark ,26-Oct-22,8:00,17:00,8.00,
10015,Lazaro,Darlene ,26-Oct-22,8:00,17:00,8.00,
10016,Delos Santos,Kolby ,26-Oct-22,8:00,17:00,8.00,
10017,Santos,Vella ,26-Oct-22,8:00,17:00,8.00,
10018,Del Rosario,Tomas,26-Oct-22,8:00,17:00,8.00,
10019,Tolentino,Jacklyn ,26-Oct-22,8:00,17:00,8.00,
10020,Gutierrez,Percival ,26-Oct-22,8:00,17:00,8.00,
10021,Manalaysay,Garfield ,26-Oct-22,8:00,17:00,8.00,
10022,Villegas,Lizeth ,26-Oct-22,8:00,17:00,8.00,
10023,Ramos,Carol ,26-Oct-22,8:00,17:00,8.00,
10024,Maceda,Emelia ,26-Oct-22,8:00,17:00,8.00,
10025,Aguilar,Delia ,26-Oct-22,8:00,17:00,8.00,
10001,Crisostomo,Jose,27-Oct-22,8:00,17:00,8.00,
10002,Mata,Christian,27-Oct-22,8:00,17:00,8.00,
10003,San Jose,Brad ,27-Oct-22,8:00,17:00,8.00,
10004,Salcedo,Anthony,27-Oct-22,8:00,17:00,8.00,
10005,Romualdez,Alice,27-Oct-22,8:00,17:00,8.00,
10006,Atienza,Rosie ,27-Oct-22,8:00,17:00,8.00,
10007,Farala,Martha,27-Oct-22,8:00,17:00,8.00,
10008,Martinez,Leila,27-Oct-22,8:00,17:00,8.00,
10009,San Jose,Allison ,27-Oct-22,8:00,17:00,8.00,
10010,Rosario,Cydney ,27-Oct-22,8:00,17:00,8.00,
10011,Lopez,Josie ,27-Oct-22,8:00,17:00,8.00,
10012,De Leon,Selena ,27-Oct-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,27-Oct-22,10:00,17:00,6.00,
10014,Bautista,Mark ,27-Oct-22,10:00,17:00,6.00,
10015,Lazaro,Darlene ,27-Oct-22,10:00,17:00,6.00,
10016,Delos Santos,Kolby ,27-Oct-22,10:00,17:00,6.00,
10017,Santos,Vella ,27-Oct-22,10:00,17:00,6.00,
10018,Del Rosario,Tomas,27-Oct-22,0:00,0:00,fixed,
10019,Tolentino,Jacklyn ,27-Oct-22,10:00,17:00,6.00,
10020,Gutierrez,Percival ,27-Oct-22,10:00,17:00,6.00,
10021,Manalaysay,Garfield ,27-Oct-22,10:00,17:00,6.00,
10022,Villegas,Lizeth ,27-Oct-22,10:00,17:00,6.00,
10023,Ramos,Carol ,27-Oct-22,10:00,17:00,6.00,
10024,Maceda,Emelia ,27-Oct-22,10:00,17:00,6.00,
10025,Aguilar,Delia ,27-Oct-22,10:00,17:00,6.00,
10001,Crisostomo,Jose,28-Oct-22,8:00,17:00,8.00,
10002,Mata,Christian,28-Oct-22,8:00,17:00,8.00,
10003,San Jose,Brad ,28-Oct-22,8:00,17:00,8.00,
10004,Salcedo,Anthony,28-Oct-22,8:00,17:00,8.00,
10005,Romualdez,Alice,28-Oct-22,8:00,17:00,8.00,
10006,Atienza,Rosie ,28-Oct-22,8:00,17:00,8.00,
10007,Farala,Martha,28-Oct-22,8:00,17:00,8.00,
10008,Martinez,Leila,28-Oct-22,8:00,17:00,8.00,
10009,San Jose,Allison ,28-Oct-22,8:00,17:00,8.00,
10010,Rosario,Cydney ,28-Oct-22,8:00,17:00,8.00,
10011,Lopez,Josie ,28-Oct-22,8:00,17:00,8.00,
10012,De Leon,Selena ,28-Oct-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,28-Oct-22,8:00,17:00,8.00,
10014,Bautista,Mark ,28-Oct-22,8:00,17:00,8.00,
10015,Lazaro,Darlene ,28-Oct-22,8:00,17:00,8.00,
10016,Delos Santos,Kolby ,28-Oct-22,8:00,17:00,8.00,
10017,Santos,Vella ,28-Oct-22,8:00,17:00,8.00,
10018,Del Rosario,Tomas,28-Oct-22,8:00,17:00,8.00,
10019,Tolentino,Jacklyn ,28-Oct-22,8:00,17:00,8.00,
10020,Gutierrez,Percival ,28-Oct-22,8:00,17:00,8.00,
10021,Manalaysay,Garfield ,28-Oct-22,8:00,17:00,8.00,
10022,Villegas,Lizeth ,28-Oct-22,8:00,17:00,8.00,
10023,Ramos,Carol ,28-Oct-22,8:00,17:00,8.00,
10024,Maceda,Emelia ,28-Oct-22,8:00,17:00,8.00,
10025,Aguilar,Delia ,28-Oct-22,8:00,17:00,8.00,
10001,Crisostomo,Jose,31-Oct-22,8:00,17:00,8.00,
10002,Mata,Christian,31-Oct-22,8:00,17:00,8.00,
10003,San Jose,Brad ,31-Oct-22,8:00,17:00,8.00,
10004,Salcedo,Anthony,31-Oct-22,8:00,17:00,8.00,
10005,Romualdez,Alice,31-Oct-22,8:00,17:00,8.00,
10006,Atienza,Rosie ,31-Oct-22,8:00,17:00,8.00,
10007,Farala,Martha,31-Oct-22,8:27,17:00,7.55,
10008,Martinez,Leila,31-Oct-22,8:01,17:00,7.98,
10009,San Jose,Allison ,31-Oct-22,8:05,17:00,7.92,
10010,Rosario,Cydney ,31-Oct-22,8:00,17:00,8.00,
10011,Lopez,Josie ,31-Oct-22,8:00,17:00,8.00,
10012,De Leon,Selena ,31-Oct-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,31-Oct-22,8:00,17:00,8.00,
10014,Bautista,Mark ,31-Oct-22,8:00,17:00,8.00,
10015,Lazaro,Darlene ,31-Oct-22,8:00,17:00,8.00,
10016,Delos Santos,Kolby ,31-Oct-22,8:28,17:00,7.53,
10017,Santos,Vella ,31-Oct-22,8:00,17:00,8.00,
10018,Del Rosario,Tomas,31-Oct-22,8:00,17:00,8.00,
10019,Tolentino,Jacklyn ,31-Oct-22,8:00,17:00,8.00,
10020,Gutierrez,Percival ,31-Oct-22,8:00,17:00,8.00,
10021,Manalaysay,Garfield ,31-Oct-22,8:11,17:00,7.82,
10022,Villegas,Lizeth ,31-Oct-22,8:00,17:00,8.00,
10023,Ramos,Carol ,31-Oct-22,8:00,17:00,8.00,
10024,Maceda,Emelia ,31-Oct-22,8:21,17:00,7.65,
10025,Aguilar,Delia ,31-Oct-22,8:00,17:00,8.00,
10001,Crisostomo,Jose,11-Jan-22,0:00,0:00,fixed,
10002,Mata,Christian,11-Jan-22,0:00,0:00,fixed,
10003,San Jose,Brad ,11-Jan-22,0:00,0:00,fixed,
10004,Salcedo,Anthony,11-Jan-22,0:00,0:00,fixed,
10005,Romualdez,Alice,11-Jan-22,0:00,0:00,fixed,
10006,Atienza,Rosie ,11-Jan-22,0:00,0:00,fixed,
10007,Farala,Martha,11-Jan-22,0:00,0:00,fixed,
10008,Martinez,Leila,11-Jan-22,0:00,0:00,fixed,
10009,San Jose,Allison ,11-Jan-22,0:00,0:00,fixed,
10010,Rosario,Cydney ,11-Jan-22,0:00,0:00,fixed,
10011,Lopez,Josie ,11-Jan-22,0:00,0:00,fixed,
10012,De Leon,Selena ,11-Jan-22,0:00,0:00,0.00,
10013,Romualdez,Fredrick ,11-Jan-22,0:00,0:00,fixed,
10014,Bautista,Mark ,11-Jan-22,0:00,0:00,fixed,
10015,Lazaro,Darlene ,11-Jan-22,0:00,0:00,fixed,
10016,Delos Santos,Kolby ,11-Jan-22,0:00,0:00,fixed,
10017,Santos,Vella ,11-Jan-22,0:00,0:00,fixed,
10018,Del Rosario,Tomas,11-Jan-22,0:00,0:00,fixed,
10019,Tolentino,Jacklyn ,11-Jan-22,0:00,0:00,fixed,
10020,Gutierrez,Percival ,11-Jan-22,0:00,0:00,fixed,
10021,Manalaysay,Garfield ,11-Jan-22,0:00,0:00,fixed,
10022,Villegas,Lizeth ,11-Jan-22,0:00,0:00,fixed,
10023,Ramos,Carol ,11-Jan-22,0:00,0:00,fixed,
10024,Maceda,Emelia ,11-Jan-22,0:00,0:00,fixed,
10025,Aguilar,Delia ,11-Jan-22,0:00,0:00,fixed,
10001,Crisostomo,Jose,11-Feb-22,8:00,17:00,8.00,
10002,Mata,Christian,11-Feb-22,8:00,17:00,8.00,
10003,San Jose,Brad ,11-Feb-22,8:00,17:00,8.00,
10004,Salcedo,Anthony,11-Feb-22,8:00,17:00,8.00,
10005,Romualdez,Alice,11-Feb-22,8:15,17:00,7.75,
10006,Atienza,Rosie ,11-Feb-22,8:00,17:00,8.00,
10007,Farala,Martha,11-Feb-22,8:00,17:00,8.00,
10008,Martinez,Leila,11-Feb-22,8:00,17:00,8.00,
10009,San Jose,Allison ,11-Feb-22,8:00,17:00,8.00,
10010,Rosario,Cydney ,11-Feb-22,8:00,17:00,8.00,
10011,Lopez,Josie ,11-Feb-22,10:30,17:00,5.50,
10012,De Leon,Selena ,11-Feb-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,11-Feb-22,8:00,17:00,8.00,
10014,Bautista,Mark ,11-Feb-22,8:00,17:00,8.00,
10015,Lazaro,Darlene ,11-Feb-22,8:00,17:00,8.00,
10016,Delos Santos,Kolby ,11-Feb-22,8:00,17:00,8.00,
10017,Santos,Vella ,11-Feb-22,8:00,17:00,8.00,
10018,Del Rosario,Tomas,11-Feb-22,8:00,17:00,8.00,
10019,Tolentino,Jacklyn ,11-Feb-22,8:00,17:00,8.00,
10020,Gutierrez,Percival ,11-Feb-22,8:00,17:00,8.00,
10021,Manalaysay,Garfield ,11-Feb-22,13:00,17:00,3.00,
10022,Villegas,Lizeth ,11-Feb-22,8:00,17:00,8.00,
10023,Ramos,Carol ,11-Feb-22,8:00,17:00,8.00,
10024,Maceda,Emelia ,11-Feb-22,8:00,17:00,8.00,
10025,Aguilar,Delia ,11-Feb-22,8:00,17:00,8.00,
10001,Crisostomo,Jose,11-Mar-22,8:00,17:00,8.00,
10002,Mata,Christian,11-Mar-22,8:00,17:00,8.00,
10003,San Jose,Brad ,11-Mar-22,11:30,17:00,4.50,
10004,Salcedo,Anthony,11-Mar-22,8:00,17:00,8.00,
10005,Romualdez,Alice,11-Mar-22,8:00,17:00,8.00,
10006,Atienza,Rosie ,11-Mar-22,8:00,17:00,8.00,
10007,Farala,Martha,11-Mar-22,8:00,17:00,8.00,
10008,Martinez,Leila,11-Mar-22,8:10,17:00,7.83,
10009,San Jose,Allison ,11-Mar-22,8:00,17:00,8.00,
10010,Rosario,Cydney ,11-Mar-22,8:00,17:00,8.00,
10011,Lopez,Josie ,11-Mar-22,8:00,17:00,8.00,
10012,De Leon,Selena ,11-Mar-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,11-Mar-22,8:00,17:00,8.00,
10014,Bautista,Mark ,11-Mar-22,8:00,17:00,8.00,
10015,Lazaro,Darlene ,11-Mar-22,8:00,17:00,8.00,
10016,Delos Santos,Kolby ,11-Mar-22,8:00,17:00,8.00,
10017,Santos,Vella ,11-Mar-22,8:05,17:00,7.92,
10018,Del Rosario,Tomas,11-Mar-22,8:00,17:00,8.00,
10019,Tolentino,Jacklyn ,11-Mar-22,8:00,17:00,8.00,
10020,Gutierrez,Percival ,11-Mar-22,8:00,17:00,8.00,
10021,Manalaysay,Garfield ,11-Mar-22,8:00,17:00,8.00,
10022,Villegas,Lizeth ,11-Mar-22,8:00,17:00,8.00,
10023,Ramos,Carol ,11-Mar-22,9:00,17:00,7.00,
10024,Maceda,Emelia ,11-Mar-22,8:00,17:00,8.00,
10025,Aguilar,Delia ,11-Mar-22,8:00,17:00,8.00,
10001,Crisostomo,Jose,11-Apr-22,8:00,17:00,8.00,
10002,Mata,Christian,11-Apr-22,8:00,17:00,8.00,
10003,San Jose,Brad ,11-Apr-22,8:00,17:00,8.00,
10004,Salcedo,Anthony,11-Apr-22,8:00,17:00,8.00,
10005,Romualdez,Alice,11-Apr-22,8:00,17:00,8.00,
10006,Atienza,Rosie ,11-Apr-22,8:00,17:00,8.00,
10007,Farala,Martha,11-Apr-22,8:00,17:00,8.00,
10008,Martinez,Leila,11-Apr-22,8:00,17:00,8.00,
10009,San Jose,Allison ,11-Apr-22,8:00,17:00,8.00,
10010,Rosario,Cydney ,11-Apr-22,8:00,17:00,8.00,
10011,Lopez,Josie ,11-Apr-22,8:00,17:00,8.00,
10012,De Leon,Selena ,11-Apr-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,11-Apr-22,8:00,17:00,8.00,
10014,Bautista,Mark ,11-Apr-22,8:00,17:00,8.00,
10015,Lazaro,Darlene ,11-Apr-22,8:00,17:00,8.00,
10016,Delos Santos,Kolby ,11-Apr-22,8:00,17:00,8.00,
10017,Santos,Vella ,11-Apr-22,8:00,17:00,8.00,
10018,Del Rosario,Tomas,11-Apr-22,8:00,17:00,8.00,
10019,Tolentino,Jacklyn ,11-Apr-22,8:00,17:00,8.00,
10020,Gutierrez,Percival ,11-Apr-22,8:00,17:00,8.00,
10021,Manalaysay,Garfield ,11-Apr-22,8:00,17:00,8.00,
10022,Villegas,Lizeth ,11-Apr-22,8:00,17:00,8.00,
10023,Ramos,Carol ,11-Apr-22,0:00,0:00,fixed,
10024,Maceda,Emelia ,11-Apr-22,8:00,17:00,8.00,
10025,Aguilar,Delia ,11-Apr-22,8:00,17:00,8.00,
10001,Crisostomo,Jose,11-Jul-22,8:00,17:00,8.00,
10002,Mata,Christian,11-Jul-22,8:00,17:00,8.00,
10003,San Jose,Brad ,11-Jul-22,8:00,17:00,8.00,
10004,Salcedo,Anthony,11-Jul-22,8:00,17:00,8.00,
10005,Romualdez,Alice,11-Jul-22,8:00,17:00,8.00,
10006,Atienza,Rosie ,11-Jul-22,8:00,17:00,8.00,
10007,Farala,Martha,11-Jul-22,8:00,17:00,8.00,
10008,Martinez,Leila,11-Jul-22,8:00,17:00,8.00,
10009,San Jose,Allison ,11-Jul-22,8:00,17:00,8.00,
10010,Rosario,Cydney ,11-Jul-22,8:00,17:00,8.00,
10011,Lopez,Josie ,11-Jul-22,8:00,17:00,8.00,
10012,De Leon,Selena ,11-Jul-22,8:00,17:00,8.00,
10013,Romualdez,Fredrick ,11-Jul-22,10:00,17:00,6.00,
10014,Bautista,Mark ,11-Jul-22,10:00,17:00,6.00,
10015,Lazaro,Darlene ,11-Jul-22,10:00,17:00,6.00,
10016,Delos Santos,Kolby ,11-Jul-22,10:00,17:00,6.00,
10017,Santos,Vella ,11-Jul-22,10:00,17:00,6.00,
10018,Del Rosario,Tomas,11-Jul-22,10:00,17:00,6.00,
10019,Tolentino,Jacklyn ,11-Jul-22,10:00,17:00,6.00,
10020,Gutierrez,Percival ,11-Jul-22,10:00,17:00,6.00,
10021,Manalaysay,Garfield ,11-Jul-22,10:00,17:00,6.00,
10022,Villegas,Lizeth ,11-Jul-22,10:00,17:00,6.00,
10023,Ramos,Carol ,11-Jul-22,10:00,17:00,6.00,
10024,Maceda,Emelia ,11-Jul-22,10:00,17:00,6.00,
10025,Aguilar,Delia ,11-Jul-22,10:00,17:00,6.00,
10001,Crisostomo,Jose,11-Aug-22,8:00,17:00,8.00,
10002,Mata,Christian,11-Aug-22,8:00,17:00,8.00,
